Model,Region,Price_USD,Sales_Volume
M5,Middle East,57210,7778
M5,Asia,71386,6898
7 Series,Middle East,80163,9817
7 Series,Middle East,71788,9902
i8,Africa,71438,9533
7 Series,Africa,81016,6407
X1,Africa,43478,6509
M5,South America,53047,2018
7 Series,Asia,84765,5229
i3,Asia,78187,4639
X1,Middle East,67559,6141
X3,Asia,73390,4145
X6,Europe,55793,412
X3,Africa,81287,1032
M3,Middle East,45577,8740
X1,South America,37265,744
X3,Middle East,83683,6015
M5,Asia,72870,3103
M3,Middle East,72919,4269
3 Series,Asia,102450,9609
i3,North America,81601,2356
i3,Africa,48339,3869
M3,Asia,116497,5392
i8,North America,75973,9313
3 Series,Europe,111217,7653
7 Series,North America,45030,3187
M3,Asia,69981,9754
i8,North America,75958,3700
X1,Middle East,116109,2787
3 Series,North America,92381,8648
7 Series,Asia,85060,5135
M3,Middle East,75991,6698
X3,Europe,68305,1429
M5,Asia,93799,8402
M3,South America,88808,7522
M3,Asia,84644,5884
7 Series,North America,66420,7133
X5,Africa,66767,7916
X6,Africa,48003,5705
3 Series,Europe,66351,1597
X3,Middle East,94371,814
i8,Africa,108159,3440
7 Series,Asia,64173,4924
i3,Europe,114014,7072
7 Series,Middle East,97740,2759
X6,Asia,69455,7516
X1,South America,98036,7030
X3,Middle East,39860,1718
3 Series,Europe,80244,5924
M3,Asia,94499,7584
3 Series,Middle East,58067,5587
i3,Middle East,112767,8785
5 Series,Middle East,84078,6956
M3,North America,89102,6106
M3,North America,47715,5461
X1,South America,85165,1276
i3,Middle East,42100,6678
3 Series,Asia,75788,2623
5 Series,Asia,35149,5312
M5,South America,114645,4246
i8,North America,43536,9295
i8,Africa,85347,3535
i3,Africa,97015,5403
X3,Africa,69206,9789
i3,North America,99386,5237
M5,North America,88978,7336
M3,Africa,37699,6519
5 Series,South America,92258,2831
X6,South America,75613,5907
X3,Asia,34915,9671
M3,Asia,49868,4258
i3,Asia,103246,8179
7 Series,Asia,36517,3833
X3,Europe,51080,8267
5 Series,Africa,73762,7846
5 Series,Middle East,48176,9774
X5,North America,67509,187
M5,Europe,48704,4043
M5,Asia,41387,6867
X5,Asia,74552,5125
5 Series,South America,89255,582
7 Series,South America,63856,4202
X3,Asia,118058,6211
i8,Europe,56000,8313
7 Series,Europe,56935,332
X6,Asia,57775,8888
X3,Europe,71969,6659
3 Series,Europe,116938,4660
M5,Africa,37474,2896
5 Series,South America,40309,4794
5 Series,Asia,58307,2523
5 Series,Middle East,60197,5822
5 Series,Asia,45953,8416
7 Series,South America,34557,1726
X5,Middle East,54862,6916
X5,Europe,61121,657
M3,South America,59938,112
5 Series,North America,108353,2614
X5,North America,107670,8172
X3,Middle East,92242,6021
7 Series,Europe,98226,8753
i8,Asia,66124,244
7 Series,Europe,77142,3732
M5,Middle East,99945,2959
X6,Europe,64280,6347
i8,North America,31492,3206
i3,North America,72471,918
5 Series,Europe,108317,1293
X1,North America,79207,8595
M3,Asia,103078,7240
X5,Africa,36457,1031
X6,Middle East,99251,7400
X5,North America,108904,8850
i8,North America,99476,5924
M3,North America,47984,5337
i8,Africa,51742,499
X1,Europe,44739,8335
5 Series,Africa,103737,1004
X3,South America,98115,3787
5 Series,Africa,95892,5427
X1,North America,118276,9799
7 Series,North America,90012,5396
i8,Middle East,61187,449
3 Series,Asia,49964,1548
M3,Africa,97495,2507
i8,Asia,106389,4844
5 Series,Middle East,62306,8064
X6,Middle East,106920,9552
X3,North America,70703,4493
3 Series,Africa,59951,2355
M3,Africa,53707,2120
X6,Asia,60030,7787
X6,South America,106251,3610
X1,Middle East,58444,8851
i8,Middle East,82544,1693
X1,Africa,96419,725
7 Series,South America,63657,9035
i3,Africa,100424,9409
i3,North America,114666,4230
5 Series,South America,71339,5212
M5,South America,41591,1964
3 Series,Europe,54962,8803
M3,Africa,104952,392
3 Series,South America,38298,1157
X6,Asia,113813,5876
X5,Middle East,36808,5715
X5,Africa,106315,4229
3 Series,Middle East,34602,105
3 Series,North America,83292,7493
5 Series,North America,64467,1278
3 Series,Middle East,46016,4363
3 Series,South America,108874,9045
M5,North America,106947,5546
i3,Middle East,95387,7395
7 Series,Middle East,81006,4051
i3,Asia,108991,5778
i8,Europe,52253,7038
i8,South America,115855,1941
i8,Africa,110755,1035
i8,Europe,83153,3684
i3,South America,59585,6436
X1,Africa,57074,6258
i3,Middle East,111328,6050
M3,Middle East,90746,5148
X5,South America,102228,6406
M3,Europe,71872,2859
5 Series,Europe,75793,5618
M5,North America,63747,1462
7 Series,Africa,101737,3065
M3,Europe,74752,7402
i8,Europe,78723,8923
5 Series,Africa,63115,6788
M3,Asia,103343,8901
X3,Africa,37214,2743
X1,North America,54805,6656
X3,Asia,37160,7587
3 Series,Middle East,41896,2515
X6,Asia,112373,4309
M5,North America,116613,5357
i8,South America,58728,1137
3 Series,North America,45335,7434
M5,Asia,79411,2038
M5,North America,63516,6283
i3,Middle East,70663,7832
7 Series,Europe,43065,6158
X6,Africa,91033,7398
X3,Europe,118257,9782
X1,South America,48639,5843
X3,Asia,98854,7863
i3,North America,100390,8019
M3,Europe,48137,5521
X1,South America,85869,6905
X3,Europe,71094,8425
i8,South America,106545,5759
i8,Africa,43275,5566
X1,Asia,60105,1137
X6,Middle East,38269,9019
5 Series,Europe,56311,8128
X1,Europe,99002,6430
M3,Asia,91856,9143
X1,Africa,85884,9110
5 Series,Europe,110486,5941
X6,Africa,37986,1158
M5,Europe,35101,9922
i3,Europe,35701,9462
M5,Asia,97508,7568
M5,North America,44738,8767
X5,Asia,46987,4784
3 Series,Africa,79943,2274
3 Series,Middle East,40903,1822
X3,South America,54994,1347
7 Series,Africa,66614,3482
M5,Africa,86264,6204
M3,Asia,105264,6945
M5,South America,92194,1238
i8,Middle East,83701,6858
5 Series,Europe,72729,2200
X5,Europe,101195,6723
i8,South America,86935,9796
5 Series,Asia,102700,7369
5 Series,Asia,55458,6153
5 Series,North America,51730,4775
i8,Europe,68362,1376
X3,South America,33640,2580
i8,North America,90922,295
i8,Middle East,89953,9602
M5,Africa,49465,2612
M5,Asia,46527,7259
i3,Middle East,64119,1859
X1,Asia,92779,9764
X6,Europe,60634,1314
X3,Africa,103414,8924
X6,North America,74620,6421
X6,Africa,55146,7618
3 Series,Asia,107867,3897
M3,Europe,48991,7088
X5,North America,34334,8346
M5,Africa,112634,853
7 Series,Middle East,58980,422
i8,North America,95092,3193
i3,Europe,99788,2107
3 Series,South America,114310,8460
X3,Europe,64099,1944
X6,Africa,65876,9073
i3,Africa,113412,2540
i8,Asia,30225,8227
M5,South America,82513,2392
7 Series,Middle East,90976,9882
X5,Africa,55612,6447
X1,South America,111599,8989
i8,Middle East,78516,9537
M3,Europe,76324,7690
X1,South America,105472,3366
3 Series,Middle East,65792,2242
7 Series,Asia,102941,1026
X6,Africa,31615,3475
3 Series,South America,114697,7018
X3,Middle East,59642,5259
3 Series,Africa,118215,4695
i3,North America,72481,791
X6,South America,98702,1145
M5,South America,70709,3787
5 Series,South America,81361,8113
3 Series,Europe,31968,8752
M3,Middle East,47701,1870
7 Series,South America,78228,1510
X1,Middle East,109349,2918
X3,North America,84992,7725
i8,South America,47439,2037
i3,Europe,98335,1023
5 Series,South America,57760,4942
5 Series,Africa,81262,6719
X3,Middle East,101317,2135
X1,South America,43770,8325
7 Series,Asia,78508,7247
X6,Europe,32924,445
X6,North America,39851,4162
X3,Middle East,55634,9759
i8,Africa,71917,3899
i8,North America,49702,7801
3 Series,Middle East,106315,5512
X3,Africa,45675,650
5 Series,Asia,83414,595
M3,Middle East,66575,5530
X3,North America,63396,3518
X6,Middle East,102377,1044
M5,Europe,118962,3310
3 Series,Africa,92871,2727
5 Series,South America,30646,7330
5 Series,North America,71540,418
X5,Europe,89954,5542
7 Series,Middle East,72873,1884
X1,Africa,45892,9871
X1,South America,48960,5516
i3,South America,117863,7046
i8,Middle East,37261,6614
i3,Middle East,65269,1009
X6,South America,33827,7109
7 Series,North America,103306,9360
X6,Middle East,102857,9826
7 Series,Asia,89136,8932
i3,Middle East,66080,4003
3 Series,Africa,98039,2132
M5,Africa,113930,6013
X5,Asia,71205,5011
X5,Africa,36979,3374
X6,Europe,110290,1636
5 Series,Asia,74912,9435
M5,North America,81080,7360
M3,Middle East,104322,3643
7 Series,Asia,115158,6158
3 Series,Europe,91244,847
i8,Africa,39959,9567
X1,South America,54026,3552
X5,Europe,50964,1159
X1,Asia,117388,2020
7 Series,Asia,36303,7628
X3,North America,52957,7489
i8,South America,109241,4378
X6,Middle East,109634,2835
3 Series,North America,81636,7376
i8,North America,104385,8230
X6,South America,45549,3506
M3,Africa,99373,709
X5,North America,62601,5426
i3,Asia,36685,6125
5 Series,Africa,102598,1462
M3,Europe,30181,7424
X3,Africa,58680,8028
X6,South America,77818,8377
5 Series,South America,105210,456
X3,Middle East,97559,8755
X5,Asia,43919,8209
X5,Africa,90968,4230
M3,Africa,78399,9260
i3,Europe,117790,957
3 Series,Europe,94715,2636
i3,Africa,107321,9870
M3,South America,55797,292
X5,North America,51734,2633
7 Series,Africa,95449,1449
3 Series,Europe,65658,7260
i8,Africa,49969,3939
i8,South America,43822,2156
X1,Middle East,85058,8721
X3,Europe,103113,4502
X6,Asia,52329,2355
3 Series,North America,95725,1467
M5,Africa,67868,3599
X1,South America,33713,6998
i3,North America,67137,5314
7 Series,Europe,82893,5382
7 Series,Africa,47172,8175
M5,South America,116519,2298
X5,Middle East,44746,2053
M3,North America,47473,4330
i8,North America,89637,3642
i3,North America,68267,5709
X3,South America,89676,2083
X3,Africa,83230,8373
5 Series,North America,35534,6760
i8,Africa,43999,6673
X3,South America,90668,9662
M3,South America,109697,3082
M5,Middle East,112432,5452
M3,Middle East,112667,6270
7 Series,Africa,85348,9800
i8,Europe,63224,5787
X6,Europe,96891,180
7 Series,North America,82007,3791
M5,Africa,55081,9698
5 Series,Africa,84945,5255
3 Series,South America,71377,6415
M3,South America,80714,5504
i3,North America,115188,9076
i3,Asia,63561,258
X1,Middle East,86746,5611
M5,South America,71331,7877
3 Series,Europe,83711,1463
X5,Asia,108066,4908
3 Series,South America,96630,4206
7 Series,Middle East,73191,7916
X3,Africa,95049,8992
M5,Asia,69042,326
7 Series,Africa,89243,740
i8,Asia,60715,7209
X3,Asia,117370,8863
X5,Africa,116852,360
i3,Europe,37009,3407
M5,Africa,46216,9614
7 Series,Africa,65727,3145
X3,Africa,55448,1060
X5,Africa,72387,8865
M3,Europe,78868,5952
M3,Asia,99675,3742
3 Series,Middle East,80129,4372
M3,Europe,31878,8279
3 Series,Europe,73506,5740
M5,Europe,67842,7455
5 Series,North America,116954,5394
7 Series,Asia,31394,8112
X6,Middle East,34118,8689
X6,Middle East,94569,3252
i8,North America,77300,2658
X3,Africa,91661,7048
i3,Europe,56484,1306
5 Series,Middle East,53615,4673
i8,Europe,73634,2759
5 Series,Europe,103622,5454
X3,Africa,103726,7737
M3,South America,31501,6309
5 Series,Middle East,93591,1771
5 Series,South America,91525,6687
X1,North America,86648,9360
i3,Asia,33188,6633
M5,Asia,48550,294
7 Series,Asia,73593,5138
5 Series,Asia,69271,996
i8,Middle East,92119,7451
3 Series,South America,31456,5118
X5,South America,100864,7560
X1,South America,52215,4060
i3,South America,31594,7018
3 Series,Europe,32319,7746
3 Series,North America,60227,7166
i8,South America,68521,6058
X5,Middle East,119270,5542
M5,Asia,91201,4132
X3,Middle East,59544,3170
X1,North America,30313,7865
i3,Africa,65757,7763
3 Series,South America,62655,6996
5 Series,North America,101186,4622
X5,Africa,54932,4361
X5,South America,96875,7816
i3,Asia,63007,4357
X6,Asia,89455,7420
X5,Europe,76568,9047
i8,North America,38079,2820
X1,Europe,110995,5646
M3,Europe,65121,5680
X5,Asia,62212,1917
X6,South America,95918,3937
i8,Europe,67265,7369
3 Series,Asia,80909,5059
3 Series,South America,57327,3673
i3,Asia,73931,3836
X1,Europe,113300,2877
3 Series,South America,88180,712
X6,Africa,33769,3442
X5,Africa,48275,6408
M3,Africa,75029,1505
X6,Europe,37516,5325
X1,Asia,56072,3871
X5,South America,105822,5296
X1,Europe,111463,548
M5,Africa,33717,6068
X5,North America,95911,7786
i3,Asia,86203,6819
i3,North America,107853,6834
i3,Africa,114336,417
i8,South America,68132,7179
X1,Europe,96056,1072
7 Series,Asia,95429,1157
X1,Middle East,68061,5707
X3,South America,90698,9115
5 Series,North America,36153,3721
M3,South America,110235,2375
X3,South America,83068,5537
X5,Middle East,49275,1180
M3,South America,119655,2591
5 Series,Asia,119867,5583
3 Series,Europe,117098,5287
M5,Africa,92525,6375
7 Series,North America,115155,3653
i8,South America,110126,3625
3 Series,Europe,47160,8883
i3,Europe,45825,516
X3,Asia,43437,8516
X3,North America,99627,8431
X1,Africa,109079,5695
3 Series,South America,32650,1619
i3,Europe,49863,7466
5 Series,Europe,119377,6778
X6,South America,64990,2090
3 Series,Africa,78751,200
3 Series,Asia,38565,6062
5 Series,Asia,91704,3789
5 Series,Asia,44895,7144
X5,South America,98689,3070
X5,Middle East,63691,6290
i8,South America,33298,4459
M5,Europe,84294,7152
X3,South America,47948,5103
i8,South America,67859,9863
X6,Middle East,68857,733
X3,Africa,103994,5717
X3,Middle East,108526,2013
3 Series,Africa,117289,3357
X3,North America,59733,6684
X5,South America,39118,5858
M5,Asia,98467,1897
X3,North America,104961,4754
X5,South America,106589,6087
M5,Africa,48267,8292
7 Series,Middle East,90933,252
X5,Africa,34158,959
M3,South America,41871,4426
X6,North America,48102,2447
i3,Africa,56764,1260
5 Series,Asia,56891,7856
X5,Asia,102821,8800
X6,South America,63474,764
M3,North America,65655,1878
M3,North America,108072,3018
5 Series,Asia,31628,7887
X3,Africa,106788,203
7 Series,Europe,80871,5853
M3,Middle East,90222,1305
X1,Asia,35272,9320
i8,Europe,102711,5055
i3,South America,36088,5762
X5,Europe,45135,7903
X6,South America,65372,2153
X6,Asia,80316,9438
7 Series,Middle East,88591,6467
X6,Africa,73135,4509
X3,South America,59610,9977
3 Series,Europe,56507,7395
i8,Europe,102678,4297
X1,Europe,54978,3514
5 Series,South America,47939,405
X3,South America,36450,6269
5 Series,Middle East,96226,3418
5 Series,Asia,65005,4513
7 Series,South America,87094,9663
i8,Africa,64505,127
7 Series,South America,114187,3474
M3,North America,66093,8414
7 Series,Asia,92212,8827
X1,Europe,64467,1399
7 Series,Middle East,95147,1133
X3,North America,80739,7486
X3,Africa,51889,6195
X3,Middle East,118917,7944
X6,Europe,84768,3951
X1,North America,101648,6346
M5,Middle East,87406,6649
M3,Middle East,63855,4789
7 Series,North America,106255,8654
X5,Asia,40278,4044
7 Series,Europe,36692,5378
3 Series,Europe,62805,6336
i8,South America,89122,942
7 Series,Africa,99295,5282
X1,Europe,91165,5327
X5,Asia,60094,1311
X5,Europe,89408,2351
M5,Africa,74455,1533
X3,North America,88079,8682
M3,North America,80208,1580
7 Series,Middle East,39424,8311
X5,Asia,97129,4758
7 Series,North America,58708,5291
X6,South America,68808,5899
i3,Asia,98203,3023
M5,Middle East,101437,8174
7 Series,North America,114908,1788
X3,Middle East,65483,8870
X5,Middle East,104921,7501
7 Series,Africa,31061,9247
X3,Asia,80298,2539
X1,South America,68613,5254
X6,South America,52652,2318
M5,Africa,70449,3778
M5,Europe,45759,9885
M5,Asia,57678,9782
M5,North America,89739,3401
7 Series,North America,67856,9281
M5,Europe,77670,4951
i3,Middle East,66396,3654
X1,Middle East,53461,9139
X1,Asia,30624,1495
i3,Africa,63991,3907
X1,Asia,34109,4299
M5,North America,40456,7083
7 Series,Middle East,112591,5418
i3,Middle East,107568,7267
M5,Africa,38734,5693
7 Series,Europe,62050,4809
i8,Africa,99552,7845
X1,Africa,111215,4650
5 Series,Africa,33733,8524
7 Series,South America,31782,3507
X3,Africa,71359,2561
X1,Europe,40379,9701
X3,South America,65725,5900
X5,South America,109305,6443
M5,Middle East,35194,5934
M3,Africa,93975,5846
X1,Asia,118488,8099
X3,North America,33108,8600
M3,Middle East,115574,2897
5 Series,North America,80247,5341
X3,Middle East,41495,6658
7 Series,Asia,45406,7937
3 Series,Middle East,73531,7449
X3,Asia,107764,8982
5 Series,Middle East,106849,7876
X3,Asia,114626,3998
3 Series,Africa,61389,5916
5 Series,Europe,45385,6397
X1,Africa,32674,7737
X3,Africa,66090,2007
X3,North America,37775,2606
M5,Africa,54349,3849
X3,North America,74511,8461
3 Series,Middle East,83412,6803
3 Series,Asia,114319,9689
X6,Asia,75848,1687
X5,Asia,111286,9994
i8,Africa,80316,9134
3 Series,South America,110231,8397
M3,North America,46138,2246
X6,South America,101494,7195
3 Series,Europe,62276,8185
X1,South America,115891,6029
M3,Asia,81508,5282
X5,Asia,96987,8472
3 Series,Asia,81347,712
5 Series,Middle East,95357,140
i3,Asia,95478,5900
5 Series,Asia,95227,7134
i8,North America,52560,4407
3 Series,South America,34096,6267
i3,Middle East,112811,6384
i8,Africa,31535,2482
M5,Asia,50108,4295
X1,Asia,98348,836
i8,South America,46111,5634
X5,North America,31364,372
3 Series,North America,114573,1293
X1,Africa,93949,2934
i3,Asia,88986,8716
M5,Asia,91053,4379
i8,South America,55136,8056
X6,South America,62445,9565
M5,North America,66483,3226
i8,Europe,51089,747
M5,North America,46711,114
M3,North America,41285,2052
i8,Africa,41085,4145
3 Series,Middle East,104267,710
X3,Middle East,94509,9683
X3,North America,71176,3816
3 Series,Asia,115989,7298
X6,South America,59010,8944
X3,Asia,66862,6090
7 Series,Asia,102966,5134
M3,Europe,41595,306
i3,Africa,56837,1836
M3,Europe,97006,5347
M5,South America,61654,7849
M5,Africa,113913,3861
X3,Middle East,103767,3308
M5,Europe,43862,4911
M3,South America,117781,4127
M5,South America,88468,5090
X3,South America,41919,9023
X6,Europe,37265,4793
X5,Europe,115858,8438
X1,North America,106962,4314
5 Series,Middle East,104088,4006
5 Series,Europe,74798,4083
i3,Asia,73391,2989
i3,Africa,75607,1552
X5,South America,80191,4733
3 Series,North America,119476,4103
X5,South America,43005,4011
7 Series,Africa,56671,1924
X3,North America,48240,4078
i3,North America,78107,9959
X5,Africa,114533,8009
X5,North America,56533,3150
5 Series,North America,73854,5131
M5,South America,116199,4406
M3,North America,42909,6190
M3,North America,87141,9072
3 Series,North America,72474,5444
5 Series,North America,72556,440
X6,South America,36279,3625
7 Series,Europe,52366,546
i3,South America,103261,9974
i8,Asia,118073,4095
M5,North America,66381,5003
5 Series,Asia,70764,4272
X5,North America,65267,1298
i3,Africa,70196,5956
M5,Asia,53645,1233
M3,South America,60779,6610
5 Series,North America,119795,8520
3 Series,North America,62812,184
X5,South America,31262,9343
5 Series,South America,50656,7258
3 Series,South America,58122,3087
M3,Asia,110555,9191
7 Series,Africa,59220,5306
i3,Asia,111795,246
X6,Asia,105213,8763
i8,Asia,31721,1190
7 Series,South America,81639,7883
7 Series,Middle East,97148,991
X3,South America,98798,9857
i3,North America,43857,5852
5 Series,Europe,119861,209
X6,Europe,43670,7714
M5,Middle East,87074,7309
i8,North America,56689,9663
X5,Asia,102484,6125
3 Series,Africa,87035,7722
X1,North America,107205,9634
M5,Middle East,64435,8144
X1,Africa,89278,9779
X3,Europe,34525,205
i3,North America,59267,4483
M5,Asia,99630,8441
i8,Asia,92750,5622
X5,Asia,58010,9534
5 Series,Asia,112224,7566
X1,Europe,78697,4918
X5,Middle East,117899,458
3 Series,South America,116812,6329
X3,North America,94197,103
i8,Middle East,82825,6187
X5,Africa,58712,1887
M3,North America,108541,6005
X5,South America,81530,6725
X5,Asia,48271,1015
3 Series,South America,53872,1373
X6,Asia,110874,5041
i8,Europe,74410,5229
M5,North America,69628,4545
X5,Asia,90720,3104
7 Series,Europe,117783,4774
X1,Africa,92406,7648
3 Series,Africa,107436,2344
i3,Europe,117629,8589
X3,South America,78732,7784
3 Series,North America,46330,2764
M5,Europe,84547,3348
i3,South America,115646,1875
X5,North America,89521,7483
M3,Africa,65254,7800
i3,South America,87082,224
X6,Africa,50738,5729
i8,Middle East,115760,5938
3 Series,North America,103396,5158
M5,Asia,119478,9475
i3,South America,112471,5319
X5,South America,117258,823
X3,North America,94417,3150
7 Series,South America,55730,1764
X6,Asia,105835,2247
3 Series,Africa,101314,9539
X1,South America,90207,8169
X6,Asia,119913,9118
X3,North America,32821,7713
7 Series,Asia,85255,7736
M3,North America,76589,6942
X3,South America,44002,6627
5 Series,Asia,99197,1782
X1,South America,32937,1876
X1,Middle East,100864,3144
7 Series,South America,114499,2053
5 Series,Asia,100565,797
5 Series,South America,87283,7936
M5,Europe,108492,8165
X6,Europe,102494,5769
3 Series,Asia,54121,4790
5 Series,Europe,59442,1949
X5,South America,45518,1873
X3,Middle East,81017,869
X5,Asia,95771,9376
3 Series,Middle East,115058,3746
i3,Asia,31071,1939
5 Series,Europe,101560,2203
X1,Europe,33085,2880
i3,Asia,49474,7278
X1,Europe,77120,6317
M5,North America,90324,4179
X1,Asia,112645,6982
X6,North America,84127,2697
i3,Europe,49604,6991
M3,Europe,104654,2792
5 Series,South America,109371,6353
X1,North America,71402,961
M3,Asia,33766,9591
M3,North America,49209,9681
M3,South America,89390,9675
X3,Middle East,108195,2286
X3,North America,79302,9344
X6,Middle East,31573,6898
M5,Middle East,39609,1714
M3,North America,66075,5374
5 Series,North America,41139,6863
7 Series,North America,38130,7971
M5,Europe,51532,1753
5 Series,North America,101115,5278
X1,North America,47605,8372
i3,South America,42005,2052
7 Series,Asia,111943,3738
3 Series,Asia,33035,2662
X3,Europe,105059,1743
3 Series,Asia,61583,5354
X5,North America,61762,6976
M3,Asia,88152,2042
M3,Middle East,113843,4447
X6,Asia,105549,5346
3 Series,Africa,62161,7970
3 Series,Asia,106462,342
i3,South America,85950,1268
5 Series,Europe,40388,5987
M5,South America,69521,6963
7 Series,Africa,81951,3435
7 Series,Europe,101674,4560
X3,Asia,110669,3971
3 Series,Africa,36925,9147
i8,Asia,80583,9987
i8,Europe,73299,5812
X3,Asia,111166,4040
5 Series,Africa,106759,6804
X6,Europe,50470,9365
7 Series,Africa,58536,6718
M5,South America,97803,702
M5,Africa,85319,9353
i8,South America,67242,9012
7 Series,Asia,61702,4416
X5,Africa,53686,127
X3,North America,48505,5288
X6,Middle East,93290,6545
X6,Europe,94556,8552
X1,Africa,67408,2086
X6,Middle East,32789,8046
X1,North America,103800,6060
3 Series,Africa,31774,1736
X6,North America,106006,4488
3 Series,Africa,34091,847
i3,South America,31364,6123
3 Series,Asia,82956,9299
i8,South America,96352,1363
X1,South America,82281,4701
X6,Asia,37103,3064
3 Series,Middle East,112588,5390
5 Series,South America,75930,4926
X6,South America,100388,7354
M5,Africa,104666,1096
7 Series,South America,66854,8195
5 Series,South America,78074,7790
5 Series,Middle East,39234,6141
i8,Africa,57957,2055
5 Series,Asia,69023,4548
X6,North America,116186,7781
i3,Asia,118915,9743
3 Series,Middle East,113689,4983
5 Series,North America,72763,8214
i3,North America,100316,9787
5 Series,Middle East,98297,1021
3 Series,Europe,97416,1004
7 Series,Middle East,113784,2737
7 Series,Africa,96688,1702
X1,Middle East,83307,9179
5 Series,North America,37257,1704
7 Series,North America,63920,9439
M5,South America,47889,4252
7 Series,North America,53950,2927
7 Series,South America,84658,4079
3 Series,Middle East,110888,6366
7 Series,Middle East,118034,7036
X3,Africa,95683,4680
i8,Middle East,61218,6374
7 Series,North America,101843,1005
7 Series,Europe,61801,5275
5 Series,North America,111592,7777
M5,Europe,99701,5992
M3,Asia,77392,5971
7 Series,Africa,86165,3986
M5,Africa,63727,1606
M3,South America,49476,5243
X3,North America,53463,877
X3,North America,92254,7373
X1,Asia,50760,3166
3 Series,Middle East,32007,5063
X3,Europe,59319,5180
i3,South America,95997,8761
i8,Africa,104771,7011
X5,Middle East,100688,3021
i8,Asia,99539,7381
M3,South America,119209,8126
X5,South America,98598,7808
M3,South America,73746,7708
X1,North America,98773,1286
X3,North America,40801,6382
X1,Asia,110233,694
X6,South America,47926,9250
i8,Africa,77895,8756
X5,North America,51451,8348
X6,North America,86760,9487
X6,North America,46207,2653
i8,South America,91904,6123
3 Series,Africa,80600,7867
X1,Asia,115922,3101
X1,Asia,39621,9018
M3,Africa,99454,748
X3,Middle East,51624,2534
X3,Europe,86728,5126
i8,Europe,78516,6570
3 Series,Europe,36236,9209
7 Series,North America,72755,5205
X6,Asia,35343,2475
M3,Africa,89288,7948
M5,South America,104276,7405
M3,Middle East,113608,8515
X6,North America,60305,4033
5 Series,North America,56453,3952
7 Series,South America,82710,6131
5 Series,Middle East,61890,2897
i8,Asia,75784,7693
X5,Asia,105891,7719
i8,Africa,98419,781
X6,South America,111070,8081
7 Series,South America,47503,8867
7 Series,Asia,69199,3851
M3,Europe,39679,6968
X3,South America,93925,7198
7 Series,South America,68876,1413
i3,Europe,118133,2355
i8,Europe,95073,9020
X6,Africa,41974,7916
i8,North America,84839,9397
M5,Europe,74024,3878
X3,Middle East,104962,9761
i3,Middle East,115784,1756
X3,Asia,56169,1034
X6,North America,80298,5690
i3,North America,116918,4169
i3,North America,38922,8905
X1,North America,59544,9468
i8,Africa,102642,5885
M3,North America,86347,2143
i8,Asia,113085,5973
7 Series,Asia,94984,4725
i3,North America,92786,1941
7 Series,South America,61631,7855
i3,Africa,69562,1611
7 Series,Africa,98102,8266
X3,Europe,99074,9959
X3,Middle East,104753,4125
i3,Asia,103643,5727
X3,Middle East,44408,4193
M3,Middle East,43602,9084
X3,Europe,69790,9667
X6,North America,70288,650
X1,Africa,72882,2475
M5,South America,107358,7282
7 Series,Africa,107440,8504
X5,North America,56038,1744
X6,Asia,90416,2698
M3,Europe,97105,8234
X1,South America,72211,9103
X5,Europe,63919,2219
M3,Middle East,100852,369
5 Series,South America,112889,1246
M3,Middle East,42062,6963
5 Series,South America,46475,497
X5,South America,117535,6888
i3,Asia,102999,8406
i8,Europe,80408,4555
X3,Middle East,102983,5240
X5,Africa,71119,3121
3 Series,North America,102291,3111
X1,Asia,89718,3499
7 Series,North America,103750,7541
i3,Middle East,109567,2349
5 Series,North America,107723,1401
i3,Africa,39399,2418
X5,South America,49971,1409
X6,Europe,108606,4778
3 Series,Europe,52682,5539
X5,Asia,44586,458
3 Series,Middle East,36191,2608
M5,North America,107336,3549
X6,North America,110553,6566
M3,North America,119532,5870
i8,South America,108347,4457
5 Series,Africa,92466,6655
7 Series,Middle East,53787,5543
X6,Middle East,86596,4876
X3,South America,108746,1959
3 Series,Middle East,65224,6736
X3,Europe,96295,9267
7 Series,North America,67238,4039
i3,South America,117196,5648
X5,South America,58634,4070
i8,North America,43997,7299
5 Series,Europe,84110,1922
M3,North America,109658,9469
i8,Middle East,106877,5592
5 Series,North America,60923,1717
X1,South America,71541,8771
7 Series,Asia,86247,9050
X6,North America,69246,3207
M3,Europe,39911,3893
i8,North America,60222,6044
i8,South America,97253,4996
X1,North America,61150,9418
X5,North America,39270,2318
i8,North America,113261,8200
i8,Middle East,89981,1304
i3,South America,40070,6398
M3,Asia,71208,1411
3 Series,Asia,69620,2231
i8,Africa,33939,8069
7 Series,North America,113748,6383
X1,Africa,67275,7847
i3,Africa,113300,6283
X6,South America,79362,3726
X5,Europe,76399,8827
5 Series,Middle East,113693,8335
7 Series,South America,90371,5715
X3,Middle East,58682,1517
5 Series,Middle East,87047,820
M5,Middle East,85870,408
3 Series,Africa,64986,4798
i8,Middle East,31692,9737
X6,Asia,44508,1311
i8,Middle East,85814,2264
M3,Asia,60538,7683
X5,North America,39007,5416
X3,Asia,84987,1065
X5,South America,48346,9854
M5,Europe,73304,9291
3 Series,South America,80413,3791
M3,Africa,42588,4907
i8,South America,81669,2559
X1,Middle East,109241,2960
X1,Europe,63942,6441
5 Series,South America,38085,3374
X1,South America,58341,9415
i8,South America,83201,2097
5 Series,North America,105053,9583
X1,Europe,107913,277
X1,South America,91484,3379
